feature_group,original_feature,principal_component,contribution
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.032831
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.094221
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC2,-0.078484
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.077939
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.018667
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC2,-0.055680
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.000617
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC2,0.000108
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.054243
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.107715
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC2,-0.105792
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC2,0.105551
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC2,-0.090494
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.073256
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.158487
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.157137
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.128237
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC2,0.042818
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC2,-0.159389
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC2,0.155783
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC2,-0.061962
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.097942
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC2,-0.114591
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.114398
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.110892
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.102650
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.012283
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC2,0.004404
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.090258
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.139200
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.048510
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC3,0.056834
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.041765
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.078079
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.044696
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.052970
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC3,-0.046060
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.083214
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.089169
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.094162
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.054642
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC3,0.029212
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.109769
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.114893
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.049484
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.003691
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC3,-0.006459
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.016767
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC3,0.069491
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC3,-0.110962
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC3,0.024121
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC3,-0.030754
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC3,-0.029061
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC3,0.080162
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.105757
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.099682
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC3,0.131025
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC3,-0.145379
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.027269
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.004746
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.121129
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC3,0.131063
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.117836
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.117776
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.114915
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.108650
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC3,0.071418
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC3,-0.072271
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC3,0.060505
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC3,-0.046271
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC3,0.217903
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC3,-0.217173
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.217412
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.201219
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC3,-0.128204
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC3,0.128910
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC3,-0.120587
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.112567
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC3,0.117744
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC3,-0.117920
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC3,0.131965
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC3,-0.134712
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.139370
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.139802
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.171930
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.187255
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC3,0.081772
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC3,-0.081907
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC3,0.092889
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC3,-0.096694
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC3,0.085545
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC3,-0.085569
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.087980
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.088862
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.081107
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.084472
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC3,0.135673
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC3,-0.205552
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC3,0.129675
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC3,-0.136680
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC3,0.232916
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC3,-0.224549
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC3,0.015538
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC3,-0.015908
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC3,0.020716
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC3,-0.026588
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC3,0.087275
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC3,-0.092568
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC3,0.132732
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC3,-0.126272
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.070088
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.067699
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.055715
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.022852
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.067486
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.065154
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.055588
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.022592
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.143462
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC4,0.139465
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC4,-0.152873
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC4,0.147028
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.046637
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.040745
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC4,0.067617
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC4,-0.065483
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.000829
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC4,-0.003417
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.029044
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC4,0.043657
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC4,-0.026948
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC4,0.027590
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC4,-0.017666
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.004330
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.233591
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.226610
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.256056
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.260406
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC4,0.203576
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.172845
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.241854
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.177171
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.104364
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.103523
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC4,0.110394
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC4,-0.111342
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.014699
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.014425
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.018231
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC4,0.019809
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.088177
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.086795
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.097858
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.101834
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.091586
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.092219
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.084514
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.077650
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC4,0.072340
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.072429
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.072836
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.065787
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC4,-0.024082
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC4,0.024165
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.034722
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.043115
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC4,0.107180
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC4,-0.107294
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC4,0.108781
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.100636
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC4,-0.193820
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC4,0.194042
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC4,-0.208328
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC4,0.219017
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.050904
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.052017
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC4,-0.069272
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC4,0.089095
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC4,-0.001308
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC4,0.002034
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC4,-0.016805
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC4,0.028266
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC4,-0.108578
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC4,0.107806
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.096853
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC4,0.079133
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC4,0.167929
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC4,-0.165129
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC4,0.096048
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC4,-0.016491
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC5,-0.150594
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC5,0.117647
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC5,-0.326432
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC5,0.293931
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC5,0.155641
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC5,-0.122524
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC5,0.344400
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC5,-0.311587
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC5,0.051369
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC5,-0.066265
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC5,-0.039936
